aX,aY,aZ,gX,gY,gZ
-0.192,0.318,0.925,2.075,-0.366,1.587
-0.192,0.320,0.918,1.953,-0.549,1.526
-0.192,0.321,0.918,1.709,-0.366,1.404
-0.189,0.318,0.927,1.770,0.183,1.343
-0.188,0.315,0.927,2.014,0.061,1.221
-0.186,0.314,0.929,1.709,-0.183,1.343
-0.188,0.322,0.929,1.709,-0.610,1.404
-0.190,0.323,0.924,2.258,-1.038,1.465
-0.190,0.322,0.916,3.052,-1.282,1.526
-0.192,0.324,0.916,3.113,-1.099,1.526
-0.192,0.325,0.914,2.991,-0.977,1.587
-0.193,0.328,0.911,2.625,-0.977,1.526
-0.197,0.328,0.907,2.075,-0.732,1.648
-0.196,0.322,0.911,1.892,-0.183,1.831
-0.195,0.316,0.915,1.831,0.305,1.831
-0.193,0.312,0.922,1.709,0.916,1.709
-0.192,0.312,0.928,1.770,1.038,1.587

-1.120,0.237,1.195,53.833,-35.217,-10.254
-1.124,0.350,0.985,59.631,-38.086,-12.756
-1.153,0.404,0.855,69.824,-35.095,-10.315
-1.107,0.458,0.772,73.181,-26.306,-7.324
-1.059,0.457,0.701,76.599,-19.470,-1.160
-1.013,0.459,0.647,78.918,-15.869,5.493
-0.998,0.437,0.583,77.515,-12.024,14.526
-0.993,0.395,0.518,72.510,-8.606,27.100
-0.958,0.370,0.477,62.927,-5.432,39.551
-0.899,0.337,0.427,52.002,-4.822,52.124
-0.817,0.296,0.366,37.781,-6.226,64.880
-0.736,0.238,0.330,22.217,-7.263,75.562
-0.681,0.146,0.252,10.986,-8.484,83.069
-0.646,0.070,0.146,2.808,-10.132,87.158
-0.605,0.072,0.021,-1.831,-8.545,87.341
-0.592,0.072,-0.043,-2.747,-3.052,87.585
-0.559,0.048,-0.074,-3.906,6.714,88.135
-0.511,0.026,-0.059,-4.395,18.250,88.562
-0.438,0.015,-0.041,-4.761,28.381,88.318
-0.365,0.014,-0.034,-8.911,35.339,87.097
-0.312,0.036,-0.014,-17.273,41.016,86.243
-0.253,0.081,-0.010,-26.855,45.593,85.327
-0.207,0.140,-0.012,-34.241,48.889,83.435
-0.141,0.192,0.011,-38.391,54.260,82.275
-0.042,0.235,0.008,-36.438,57.495,81.360
0.028,0.224,0.002,-31.006,62.317,80.872
0.081,0.230,0.031,-28.442,72.144,80.750
0.159,0.187,0.084,-25.330,83.801,81.360
0.247,0.121,0.169,-24.719,90.027,80.383
0.378,0.124,0.257,-28.503,91.309,79.041
0.464,0.144,0.344,-35.095,87.585,78.308
0.532,0.155,0.396,-49.622,79.285,80.017
0.554,0.168,0.424,-72.266,70.618,83.069
0.530,0.150,0.421,-91.980,65.552,86.060
0.523,0.116,0.344,-97.351,60.181,85.327
0.559,0.071,0.268,-91.553,58.899,80.139
0.622,0.016,0.283,-81.482,68.237,73.059
0.732,0.003,0.382,-71.777,82.275,62.927
0.825,0.076,0.586,-58.472,95.703,49.194
0.903,0.158,0.885,-37.415,103.821,35.583
0.943,0.267,1.167,-21.118,95.398,25.696
0.928,0.322,1.346,-23.499,73.608,22.827
0.866,0.343,1.387,-50.232,48.767,29.968
0.772,0.335,1.291,-93.933,23.560,41.992
0.675,0.286,1.120,-133.972,4.639,52.307
0.637,0.218,0.971,-154.358,-4.272,55.847
0.597,0.169,0.886,-158.264,-3.296,52.734
0.592,0.164,0.944,-149.597,6.165,41.504
0.612,0.182,1.150,-128.113,19.470,24.536
0.607,0.220,1.414,-106.873,25.818,6.714
0.553,0.285,1.600,-94.727,22.217,-4.822
0.469,0.339,1.662,-89.355,8.545,-11.841
0.363,0.399,1.627,-91.919,-6.104,-14.893
0.288,0.463,1.525,-98.206,-15.991,-13.794
0.283,0.468,1.406,-99.060,-19.226,-12.512
0.354,0.476,1.502,-94.482,-14.465,-12.878
0.294,0.403,1.394,-90.881,-5.188,-13.611
0.330,0.378,1.429,-92.712,8.118,-21.484
0.360,0.364,1.440,-91.431,18.433,-33.569
0.313,0.301,1.718,-92.407,37.109,-43.640
0.241,0.258,2.089,-88.623,40.344,-56.030
0.199,0.242,2.319,-73.608,18.921,-67.871
0.139,0.267,2.344,-60.120,-11.841,-74.097
0.066,0.362,2.188,-58.777,-42.419,-76.965
0.009,0.482,1.991,-59.021,-64.392,-78.186
-0.062,0.570,1.836,-55.298,-74.768,-76.050
-0.125,0.635,1.703,-51.270,-79.407,-73.792
-0.192,0.656,1.583,-40.466,-79.712,-72.266
-0.257,0.667,1.488,-26.489,-75.806,-71.960
-0.310,0.672,1.412,-13.489,-69.336,-73.914
-0.370,0.649,1.369,1.648,-62.378,-75.745
-0.436,0.621,1.340,13.733,-57.068,-75.439
-0.477,0.590,1.310,20.142,-53.528,-72.632
-0.498,0.551,1.275,24.475,-52.185,-68.542
-0.499,0.517,1.218,27.649,-53.040,-64.331
-0.503,0.497,1.133,27.893,-54.810,-59.326
-0.507,0.473,1.043,25.696,-55.481,-54.077
-0.511,0.433,0.960,23.682,-54.321,-50.110
-0.504,0.384,0.876,21.851,-51.270,-47.119
-0.512,0.343,0.788,21.484,-46.997,-45.837
-0.513,0.328,0.696,23.865,-40.955,-47.302
-0.538,0.361,0.626,30.579,-33.203,-49.316
-0.539,0.380,0.607,41.504,-23.926,-49.988
-0.521,0.382,0.628,50.293,-14.526,-49.255
-0.496,0.385,0.682,51.636,-6.836,-46.387
-0.455,0.407,0.733,48.523,-4.089,-42.358
-0.430,0.403,0.756,44.128,-5.798,-36.499
-0.410,0.388,0.735,37.537,-10.254,-29.785
-0.404,0.365,0.696,30.457,-14.648,-23.621
-0.399,0.345,0.630,23.804,-17.517,-18.616
-0.392,0.344,0.567,18.188,-18.433,-14.221
-0.381,0.349,0.549,14.954,-16.174,-10.864
-0.354,0.364,0.583,12.268,-10.925,-8.301
-0.333,0.397,0.631,10.742,-6.104,-5.554
-0.303,0.398,0.670,13.000,-3.601,-2.686
-0.271,0.385,0.714,11.841,-1.282,0.122
-0.244,0.370,0.773,7.690,-0.122,2.869
-0.226,0.339,0.822,4.456,-0.671,5.127
-0.198,0.308,0.837,2.625,-3.662,6.409
-0.200,0.286,0.839,1.343,-8.301,8.057
-0.203,0.290,0.806,-1.892,-13.000,8.728
-0.215,0.300,0.756,-5.798,-15.991,9.827
-0.210,0.298,0.734,-8.789,-14.832,10.498
-0.199,0.295,0.747,-9.888,-10.498,10.376
-0.180,0.297,0.775,-8.179,-5.249,8.850
-0.165,0.325,0.813,-4.578,-0.061,5.676
-0.151,0.355,0.864,-0.610,5.310,2.808
-0.137,0.384,0.917,1.709,8.606,1.587
-0.134,0.391,0.965,2.014,9.705,1.892
-0.116,0.374,1.001,2.197,8.301,1.709
-0.096,0.360,1.022,2.136,5.188,2.014
-0.104,0.349,1.010,0.610,0.244,3.174
-0.109,0.343,0.967,-1.221,-4.456,4.761
-0.131,0.339,0.912,-1.831,-7.507,5.920
-0.144,0.340,0.881,-2.380,-7.629,6.348
-0.150,0.334,0.872,-2.014,-5.676,6.348
-0.145,0.330,0.869,-1.099,-2.930,5.798
-0.128,0.329,0.885,-0.183,0.671,4.700
-0.117,0.359,0.935,1.282,4.944,2.991

-1.023,0.710,1.402,78.735,-70.801,-41.992
-1.037,0.661,1.345,89.539,-74.219,-23.621
-0.995,0.574,1.186,92.163,-81.177,-6.531
-0.959,0.505,1.020,87.585,-85.449,6.226
-0.971,0.492,0.905,78.186,-85.754,14.038
-1.001,0.462,0.802,70.313,-83.191,17.456
-1.051,0.416,0.709,69.397,-76.721,18.250
-1.121,0.380,0.623,75.378,-65.674,13.916
-1.157,0.359,0.510,88.989,-50.049,4.395
-1.133,0.443,0.407,107.910,-30.701,-7.812
-1.086,0.630,0.352,135.498,-11.292,-18.005
-1.071,0.733,0.354,167.603,1.404,-15.259
-1.002,0.738,0.336,182.129,7.812,-1.221
-0.911,0.700,0.294,169.678,9.399,17.517
-0.843,0.647,0.268,140.808,8.972,40.100
-0.818,0.573,0.229,105.164,6.287,62.927
-0.774,0.493,0.177,69.519,5.005,83.435
-0.719,0.398,0.118,42.603,5.371,98.389
-0.655,0.284,0.070,26.245,8.179,105.652
-0.586,0.182,0.026,19.348,14.709,106.628
-0.542,0.117,-0.053,20.264,20.264,104.248
-0.500,0.119,-0.134,22.705,25.024,99.609
-0.438,0.179,-0.194,23.743,32.410,95.215
-0.383,0.219,-0.240,25.269,41.870,95.215
-0.319,0.219,-0.240,23.621,52.368,100.037
-0.231,0.176,-0.210,17.151,65.613,105.408
-0.140,0.120,-0.153,7.996,78.552,108.704
-0.070,0.099,-0.070,2.380,87.402,109.924
0.045,0.074,0.025,1.099,91.797,106.750
0.124,0.028,0.095,-4.028,94.971,102.417
0.192,0.005,0.096,-17.212,95.276,99.243
0.249,0.024,0.105,-25.757,97.778,94.666
0.305,0.042,0.143,-23.010,102.539,88.013
0.356,0.077,0.198,-17.212,106.140,81.604
0.398,0.126,0.275,-13.672,109.009,78.003
0.450,0.150,0.364,-12.756,107.178,77.881
0.488,0.152,0.443,-18.799,99.609,82.092
0.508,0.123,0.516,-33.691,91.492,89.355
0.507,0.049,0.549,-51.025,84.534,96.863
0.516,-0.013,0.536,-65.552,76.477,100.586
0.536,-0.048,0.520,-70.435,72.266,98.511
0.554,-0.050,0.534,-66.772,72.510,91.431
0.583,-0.018,0.586,-59.570,76.477,82.581
0.626,0.014,0.663,-49.744,81.055,74.402
0.665,0.025,0.788,-40.649,82.520,67.017
0.705,-0.006,0.926,-36.377,80.505,60.791
0.710,-0.025,1.017,-42.786,72.632,57.861
0.692,-0.030,1.051,-56.885,59.875,57.556
0.693,-0.025,1.061,-72.937,46.143,58.899
0.666,-0.044,1.042,-86.365,35.339,61.096
0.630,-0.083,1.009,-95.093,26.367,62.256
0.609,-0.067,0.990,-100.586,19.592,58.167
0.608,-0.043,1.020,-102.295,16.724,50.964
0.633,-0.010,1.110,-99.915,17.029,41.016
0.634,-0.015,1.226,-94.421,15.503,29.236
0.629,0.022,1.330,-90.271,11.353,18.066
0.607,0.076,1.377,-87.463,3.418,7.812
0.548,0.120,1.362,-87.463,-7.568,0.854
0.467,0.184,1.299,-94.604,-18.005,-1.343
0.374,0.201,1.234,-101.868,-25.208,-1.709
0.301,0.193,1.158,-107.178,-29.724,-2.380
0.224,0.218,1.073,-113.708,-32.043,-4.456
0.174,0.237,1.001,-119.080,-28.015,-8.057
0.169,0.216,1.057,-120.117,-17.456,-13.123
0.182,0.273,1.049,-112.915,-8.789,-22.217
0.160,0.331,1.307,-101.990,1.404,-31.677
0.208,0.421,1.351,-89.844,3.235,-42.847
0.183,0.401,1.402,-80.200,7.385,-48.279
0.201,0.349,1.570,-78.491,10.620,-52.368
0.147,0.290,1.729,-76.172,0.916,-57.068
0.110,0.276,1.703,-73.853,-19.836,-60.608
0.065,0.268,1.531,-70.435,-38.818,-62.744
-0.004,0.260,1.478,-68.909,-46.570,-64.575
-0.056,0.319,1.471,-69.885,-46.997,-69.641
-0.047,0.313,1.488,-67.810,-46.021,-74.280
-0.065,0.346,1.560,-61.768,-44.006,-80.688
-0.077,0.402,1.646,-50.659,-43.823,-89.661
-0.109,0.438,1.678,-37.720,-48.828,-97.534
-0.204,0.475,1.639,-28.076,-57.129,-103.210
-0.284,0.547,1.531,-19.348,-64.697,-107.300
-0.367,0.591,1.416,-13.123,-69.214,-108.398
-0.424,0.639,1.360,-9.949,-68.787,-105.774
-0.490,0.688,1.315,-6.775,-67.932,-100.891
-0.531,0.729,1.244,-4.028,-68.359,-95.581
-0.587,0.789,1.164,-1.404,-68.054,-88.867
-0.626,0.808,1.073,6.165,-67.871,-82.581
-0.648,0.796,0.994,14.221,-65.613,-75.134
-0.662,0.793,0.914,17.639,-59.998,-66.711
-0.682,0.788,0.840,19.653,-53.223,-58.350
-0.672,0.752,0.783,25.940,-46.021,-50.476
-0.633,0.681,0.780,31.494,-37.537,-42.725
-0.607,0.600,0.808,32.654,-29.541,-35.645
-0.560,0.568,0.826,30.212,-23.865,-29.663
-0.545,0.531,0.815,30.334,-23.987,-23.560
-0.527,0.484,0.754,32.471,-27.466,-17.334
-0.517,0.434,0.665,28.748,-28.809,-11.414
-0.490,0.416,0.608,21.362,-25.574,-5.981
-0.467,0.381,0.611,17.639,-20.447,-2.380
-0.425,0.346,0.613,19.836,-16.418,-0.427
-0.380,0.343,0.619,20.874,-11.719,0.122
-0.347,0.346,0.661,21.362,-6.165,0.122
-0.309,0.366,0.715,22.278,-2.197,0.305
-0.284,0.379,0.761,21.729,-0.366,1.282
-0.260,0.383,0.792,19.714,-0.793,3.235
-0.246,0.383,0.808,16.357,-2.563,5.371
-0.239,0.380,0.802,12.207,-5.310,8.118
-0.233,0.374,0.776,8.545,-7.935,10.559
-0.230,0.365,0.757,5.005,-9.033,12.512
-0.225,0.352,0.749,2.502,-8.545,13.794
-0.213,0.338,0.736,1.526,-6.958,14.221
-0.202,0.334,0.728,1.709,-4.211,13.855
-0.188,0.338,0.740,2.869,-0.488,12.573
-0.173,0.336,0.772,4.639,4.211,10.986
-0.156,0.345,0.809,5.676,7.751,9.277
-0.133,0.375,0.862,5.920,9.827,8.118
-0.117,0.375,0.930,5.920,10.986,7.690
-0.102,0.361,0.973,5.615,9.583,7.385
-0.102,0.343,0.975,4.761,5.554,7.080
-0.109,0.347,0.954,2.686,0.977,6.836

0.331,0.449,1.685,-67.810,-10.620,-52.002
0.301,0.452,1.661,-63.416,-19.226,-56.030
0.262,0.442,1.661,-65.125,-25.574,-59.570
0.259,0.500,1.626,-64.819,-32.898,-63.293
0.178,0.497,1.596,-57.007,-39.917,-63.599
0.153,0.506,1.574,-50.232,-45.166,-67.749
0.088,0.524,1.508,-43.640,-50.415,-73.059
0.011,0.549,1.440,-36.316,-55.542,-76.721
-0.056,0.562,1.392,-30.945,-55.786,-79.956
-0.125,0.554,1.367,-24.658,-53.772,-81.482
-0.166,0.545,1.354,-19.592,-51.331,-83.008
-0.195,0.526,1.358,-15.320,-50.171,-84.473
-0.213,0.516,1.353,-10.254,-51.331,-84.900
-0.227,0.500,1.316,-4.822,-54.993,-84.778
-0.247,0.504,1.240,0.427,-59.143,-83.557
-0.302,0.529,1.157,3.174,-62.134,-81.299
-0.366,0.546,1.037,6.042,-63.721,-78.430
-0.424,0.540,0.937,11.963,-61.707,-76.050
-0.455,0.531,0.893,15.869,-55.237,-73.853
-0.465,0.532,0.897,19.958,-46.997,-72.876
-0.455,0.530,0.930,26.855,-38.696,-71.899
-0.442,0.540,0.984,33.142,-32.654,-70.435
-0.432,0.554,1.014,35.950,-31.006,-67.688
-0.434,0.568,0.996,36.255,-34.119,-62.988
-0.442,0.574,0.932,35.767,-38.818,-56.335
-0.451,0.554,0.864,34.363,-42.358,-48.889
-0.467,0.529,0.795,32.471,-44.067,-41.870
-0.486,0.528,0.722,30.701,-44.434,-35.461
-0.514,0.530,0.642,29.907,-43.030,-29.175
-0.524,0.513,0.568,27.222,-39.124,-22.217
-0.509,0.478,0.526,24.719,-32.349,-15.320
-0.474,0.444,0.554,22.400,-22.827,-10.315
-0.432,0.423,0.638,20.325,-11.719,-5.798
-0.379,0.401,0.724,22.034,-5.493,-4.578
-0.328,0.378,0.778,24.780,-4.211,-3.296
-0.298,0.360,0.818,23.132,-4.639,-1.709
-0.280,0.343,0.822,21.362,-7.080,-0.427
-0.271,0.348,0.789,18.677,-10.986,1.221
-0.271,0.348,0.749,13.794,-13.733,4.578
-0.250,0.332,0.734,8.606,-14.465,8.118
-0.244,0.301,0.706,4.761,-13.733,10.925
-0.221,0.301,0.677,2.441,-11.963,12.512
-0.203,0.307,0.706,1.709,-7.080,12.573
-0.178,0.308,0.757,1.953,-2.014,12.268
-0.143,0.306,0.809,2.502,1.526,12.024
-0.118,0.307,0.870,2.380,3.906,11.230
-0.098,0.304,0.931,3.113,4.639,10.315
-0.084,0.301,0.962,3.235,2.686,9.583
-0.081,0.307,0.966,0.977,-1.160,9.338
-0.088,0.309,0.944,-1.770,-5.310,10.132
-0.096,0.311,0.901,-4.456,-8.911,10.864
-0.106,0.310,0.866,-6.653,-10.132,10.925
-0.107,0.315,0.843,-6.897,-8.423,10.010
-0.104,0.330,0.829,-4.822,-5.188,8.545
-0.096,0.341,0.845,-1.282,-0.366,6.653
-0.081,0.351,0.896,1.648,5.615,4.761
-0.068,0.363,0.957,2.808,9.460,3.296
-0.058,0.370,1.001,3.601,10.193,2.502
-0.061,0.382,1.015,4.517,7.996,2.197
-0.062,0.390,1.009,4.639,5.066,2.625
-0.067,0.393,1.020,2.502,2.075,4.028
-0.071,0.382,1.011,-0.671,-1.648,6.226
-0.076,0.366,0.978,-3.235,-5.127,7.935
-0.084,0.354,0.939,-4.272,-7.019,8.423
-0.088,0.347,0.916,-3.845,-6.653,7.446
-0.088,0.351,0.915,-2.197,-4.456,5.371
-0.090,0.360,0.929,0.793,-1.892,2.930
-0.091,0.370,0.947,3.113,-0.122,1.282
-0.095,0.386,0.957,3.845,0.366,0.549
-0.101,0.397,0.964,3.418,-0.305,0.854
-0.107,0.391,0.956,2.258,-1.587,1.770
-0.114,0.382,0.930,1.282,-2.930,2.808
-0.124,0.374,0.901,0.549,-3.723,3.662
-0.128,0.361,0.890,0.061,-3.479,3.845
-0.133,0.353,0.875,-0.916,-2.686,4.028
-0.128,0.340,0.867,-0.183,-1.282,3.601
-0.122,0.335,0.868,1.587,1.282,2.014
-0.112,0.347,0.884,4.028,4.333,0.427
-0.104,0.365,0.913,6.287,6.897,-0.916
-0.096,0.383,0.948,7.141,8.240,-1.343
-0.091,0.386,0.974,6.958,7.446,-0.427
-0.089,0.377,0.975,5.859,4.700,1.099
-0.093,0.358,0.963,3.845,1.221,2.991
-0.098,0.336,0.940,2.136,-1.709,4.272
-0.104,0.320,0.914,1.526,-3.601,4.639
-0.112,0.307,0.893,1.465,-4.456,4.150
-0.121,0.302,0.875,1.831,-4.272,2.747
-0.125,0.308,0.852,2.563,-3.601,1.404
-0.128,0.319,0.849,2.625,-1.648,0.061
-0.124,0.332,0.868,3.357,0.977,-0.671
-0.113,0.341,0.896,3.967,3.235,-1.160
-0.100,0.350,0.932,4.028,4.272,-1.099
-0.097,0.356,0.962,3.357,3.357,-0.549
-0.095,0.350,0.964,2.869,0.854,0.305
-0.099,0.341,0.948,1.343,-1.953,1.343
-0.108,0.330,0.929,-0.122,-4.028,2.075
-0.114,0.333,0.917,-0.671,-5.005,2.258
-0.126,0.329,0.900,-1.343,-5.798,2.808
-0.129,0.324,0.885,-2.747,-6.470,3.113
-0.135,0.322,0.873,-2.686,-5.737,2.625
-0.138,0.327,0.861,-2.197,-4.639,1.831
-0.136,0.333,0.864,-1.099,-2.441,0.671
-0.129,0.344,0.880,0.793,-0.244,-0.366
-0.120,0.361,0.918,2.014,2.380,-1.343
-0.110,0.371,0.958,2.930,3.235,-1.343
-0.106,0.367,0.986,2.502,1.770,-0.916
-0.107,0.363,0.988,1.099,-1.221,-0.244
-0.115,0.357,0.965,0.000,-4.272,0.305
-0.129,0.350,0.929,-0.427,-6.653,0.610
-0.140,0.340,0.895,-0.366,-7.263,0.488
-0.150,0.348,0.878,-0.183,-6.531,0.183
-0.156,0.352,0.871,0.061,-5.310,0.122
-0.159,0.356,0.864,0.000,-3.967,0.305
-0.154,0.356,0.871,0.916,-1.770,0.366
-0.151,0.362,0.895,1.526,0.610,0.183
-0.143,0.370,0.924,1.953,1.953,0.244
-0.133,0.377,0.949,1.709,1.831,0.732
-0.131,0.373,0.962,1.038,0.610,1.709
-0.130,0.360,0.952,0.244,-1.160,2.686

-1.140,0.889,0.530,100.037,-77.820,-24.475
-1.163,0.895,0.488,91.431,-67.322,-5.554
-1.161,0.802,0.480,70.374,-53.467,17.334
-1.120,0.660,0.459,49.316,-41.870,39.307
-1.079,0.513,0.467,33.936,-33.508,55.786
-0.996,0.386,0.486,22.156,-26.611,67.200
-0.866,0.284,0.457,14.465,-22.888,71.960
-0.813,0.236,0.379,15.320,-23.437,71.655
-0.783,0.317,0.273,20.630,-24.170,65.857
-0.785,0.488,0.153,25.513,-23.987,58.105
-0.799,0.639,0.044,30.579,-20.447,56.763
-0.790,0.704,-0.063,32.776,-13.550,61.707
-0.760,0.687,-0.130,30.518,-2.625,71.350
-0.693,0.599,-0.111,28.687,14.160,82.275
-0.606,0.460,-0.096,28.687,30.334,90.942
-0.513,0.337,-0.100,27.100,41.992,96.436
-0.409,0.260,-0.094,23.560,52.551,98.694
-0.317,0.202,-0.089,20.569,62.256,97.107
-0.242,0.165,-0.069,17.944,70.313,94.177
-0.166,0.168,-0.062,17.639,77.026,89.783
-0.074,0.192,-0.025,18.982,86.548,85.205
0.026,0.238,0.055,21.057,99.060,82.581
0.126,0.236,0.195,26.245,112.244,83.801
0.214,0.179,0.339,33.264,118.652,88.196
0.288,0.129,0.398,33.325,116.577,89.844
0.356,0.048,0.448,23.010,113.220,92.651
0.381,-0.038,0.457,3.357,107.788,96.558
0.384,-0.075,0.390,-19.958,98.511,100.159
0.423,-0.064,0.317,-35.767,93.079,100.281
0.494,-0.060,0.354,-38.635,96.436,95.825
0.546,-0.049,0.462,-31.677,103.638,90.271
0.551,-0.082,0.598,-23.254,108.032,84.534
0.549,-0.096,0.730,-22.583,108.093,78.003
0.545,-0.089,0.808,-27.161,100.098,73.669
0.521,-0.084,0.802,-35.828,87.036,73.547
0.494,-0.084,0.746,-47.729,73.853,75.989
0.492,-0.069,0.662,-58.228,63.660,76.965
0.506,-0.040,0.605,-65.796,59.021,75.684
0.533,0.003,0.629,-70.435,62.500,72.144
0.583,0.004,0.722,-72.632,69.153,66.040
0.559,0.015,0.840,-71.533,73.059,59.326
0.524,0.007,0.950,-72.327,72.083,53.955
0.475,-0.006,0.988,-76.111,66.528,50.476
0.430,-0.015,0.954,-82.581,58.472,49.194
0.429,-0.051,0.916,-91.553,51.575,48.950
0.470,-0.088,0.909,-103.088,47.485,48.462
0.505,-0.102,0.948,-112.976,46.204,45.105
0.541,-0.072,1.000,-115.845,45.654,36.682
0.576,0.001,1.074,-108.948,44.006,23.621
0.588,0.062,1.192,-95.520,42.908,8.057
0.531,0.130,1.296,-83.801,39.917,-5.066
0.450,0.194,1.353,-78.369,34.241,-14.160
0.359,0.262,1.340,-80.750,29.236,-18.494
0.302,0.299,1.299,-86.853,27.344,-18.616
0.297,0.303,1.303,-93.750,28.076,-16.541
0.310,0.267,1.319,-102.966,30.334,-14.404
0.431,0.268,1.541,-112.366,32.532,-14.832
0.433,0.226,1.431,-114.197,27.893,-18.005
0.443,0.262,1.603,-111.816,29.541,-24.231
0.480,0.273,1.577,-100.769,20.569,-34.912
0.447,0.248,1.542,-89.294,20.142,-44.312
0.382,0.298,1.746,-80.139,22.278,-54.810
0.258,0.377,1.839,-67.627,5.371,-63.049
0.214,0.493,1.776,-59.265,-16.235,-65.002
0.156,0.495,1.656,-54.871,-33.447,-57.434
0.115,0.451,1.531,-57.678,-41.443,-49.316
0.082,0.404,1.484,-63.904,-39.429,-44.678
0.046,0.391,1.486,-67.993,-35.583,-44.495
0.036,0.372,1.485,-67.505,-33.691,-49.500
0.048,0.350,1.506,-60.974,-32.349,-57.922
0.028,0.340,1.544,-46.997,-32.532,-67.261
0.007,0.349,1.555,-28.809,-36.133,-77.515
-0.050,0.379,1.531,-12.024,-43.091,-87.219
-0.108,0.455,1.475,-0.549,-51.575,-93.079
-0.178,0.534,1.401,4.028,-60.425,-92.102
-0.253,0.565,1.320,2.930,-68.542,-86.487
-0.299,0.559,1.232,0.916,-74.646,-78.613
-0.325,0.524,1.129,-1.770,-78.674,-71.106
-0.351,0.491,1.046,-6.165,-78.491,-65.002
-0.388,0.466,0.970,-5.127,-74.585,-61.890
-0.421,0.468,0.901,2.686,-68.237,-63.599
-0.458,0.507,0.861,15.808,-59.570,-68.115
-0.482,0.547,0.841,31.555,-50.110,-71.472
-0.492,0.573,0.826,42.603,-42.297,-70.984
-0.495,0.604,0.862,47.119,-35.278,-66.772
-0.484,0.619,0.915,48.645,-31.189,-59.204
-0.471,0.601,0.922,45.288,-33.508,-49.072
-0.470,0.562,0.863,34.973,-39.673,-37.231
-0.466,0.510,0.762,24.658,-45.044,-25.940
-0.452,0.442,0.703,19.531,-44.861,-17.578
-0.427,0.367,0.676,17.395,-40.100,-12.817
-0.398,0.325,0.660,16.235,-34.973,-10.742
-0.372,0.310,0.651,17.761,-29.297,-9.827
-0.351,0.309,0.665,20.935,-23.254,-9.277
-0.326,0.315,0.703,22.400,-17.639,-8.606
-0.292,0.318,0.739,21.179,-13.977,-6.958
-0.263,0.327,0.767,18.311,-12.756,-4.517
-0.241,0.328,0.784,14.893,-13.306,-1.831
-0.228,0.322,0.783,11.169,-14.587,0.427
-0.217,0.314,0.772,7.874,-15.747,2.686
-0.213,0.301,0.756,4.700,-15.869,4.517
-0.206,0.293,0.746,1.465,-14.771,6.165
-0.199,0.275,0.731,-1.099,-13.123,7.629
-0.186,0.261,0.728,-4.272,-11.108,8.484
-0.172,0.246,0.734,-6.348,-8.179,8.545
-0.152,0.256,0.754,-6.714,-4.395,7.202
-0.138,0.269,0.787,-6.042,-0.488,5.371
-0.126,0.283,0.811,-5.127,3.174,3.662
-0.114,0.300,0.853,-3.967,6.348,2.563
-0.099,0.315,0.904,-3.601,8.789,1.709
-0.094,0.342,0.934,-4.333,8.789,1.770
-0.090,0.367,0.962,-4.761,7.629,2.686
-0.092,0.366,0.969,-6.287,5.615,3.906
-0.087,0.372,0.982,-8.789,3.723,5.432
-0.082,0.369,0.984,-8.789,1.587,6.531
-0.078,0.361,0.979,-8.240,0.244,6.836
-0.078,0.341,0.973,-5.981,0.061,6.287
-0.077,0.336,0.964,-3.357,0.366,4.150
-0.081,0.340,0.969,-1.038,1.709,1.831

-0.867,0.618,1.082,61.707,-75.256,-32.593
-0.881,0.628,0.966,58.655,-79.773,-18.677
-0.958,0.570,0.823,54.199,-80.872,-2.258
-1.050,0.501,0.693,48.828,-74.463,11.230
-1.115,0.470,0.576,46.326,-61.523,17.578
-1.155,0.436,0.494,51.270,-44.250,18.250
-1.170,0.440,0.438,60.242,-23.254,16.968
-1.098,0.466,0.451,72.998,-2.441,13.916
-0.988,0.512,0.528,87.219,15.198,9.338
-0.923,0.565,0.613,94.482,26.062,11.230
-0.906,0.602,0.670,91.370,27.710,17.883
-0.904,0.605,0.661,81.238,23.560,28.198
-0.913,0.601,0.584,69.702,16.541,41.138
-0.878,0.563,0.515,60.669,11.414,53.589
-0.821,0.513,0.479,54.626,10.681,61.707
-0.755,0.447,0.445,50.903,12.329,66.345
-0.698,0.410,0.365,51.086,12.268,69.519
-0.633,0.395,0.286,53.467,11.963,71.472
-0.568,0.355,0.207,56.030,13.611,74.219
-0.518,0.314,0.154,54.199,16.663,76.050
-0.475,0.291,0.151,49.622,21.790,77.881
-0.453,0.258,0.158,44.250,25.024,80.627
-0.461,0.229,0.178,33.752,26.978,84.229
-0.453,0.229,0.187,20.142,29.114,88.928
-0.420,0.237,0.138,5.920,30.334,94.421
-0.382,0.222,0.059,-3.479,32.166,98.145
-0.326,0.200,0.017,-6.104,39.246,99.426
-0.257,0.188,-0.012,-3.723,49.438,97.839
-0.180,0.189,-0.003,1.221,60.669,93.628
-0.123,0.183,0.034,9.460,71.960,88.867
-0.055,0.202,0.059,15.991,79.651,86.060
-0.002,0.221,0.093,21.057,86.121,85.693
0.041,0.251,0.204,20.813,93.079,87.585
0.166,0.267,0.315,17.822,96.130,90.637
0.272,0.246,0.401,11.169,91.492,94.360
0.371,0.208,0.454,-1.648,86.487,99.548
0.423,0.159,0.484,-17.883,84.290,104.248
0.422,0.090,0.501,-32.349,81.726,107.422
0.427,0.052,0.482,-41.077,76.782,106.995
0.443,0.016,0.429,-42.480,70.313,103.699
