aX,aY,aZ,gX,gY,gZ
-0.278,0.217,0.192,20.935,-10.010,76.233
-0.230,0.133,0.175,12.695,1.831,80.139
-0.154,0.049,0.240,11.841,18.066,78.125
-0.066,0.056,0.296,17.395,33.630,71.045
-0.002,0.046,0.453,29.175,49.927,62.439
0.088,0.070,0.599,42.908,63.782,52.551
0.124,0.077,0.721,56.519,68.970,44.983
0.161,0.109,0.809,61.401,69.580,40.527

0.839,0.580,1.605,-95.703,77.637,-5.737
0.946,0.558,1.744,-65.918,79.712,-21.301
0.976,0.655,1.949,-48.706,75.500,-34.729
0.870,0.721,2.077,-42.786,51.392,-38.818
0.839,0.841,1.971,-58.899,13.977,-32.654
0.766,0.822,1.781,-84.045,-15.625,-16.113
0.751,0.707,1.656,-104.187,-23.743,-4.089
0.753,0.567,1.629,-109.558,-17.029,-2.319
0.825,0.455,1.717,-104.736,-4.028,-12.573
0.826,0.422,1.861,-90.942,5.737,-34.180
0.869,0.497,1.996,-69.275,10.010,-59.753
0.816,0.598,2.138,-49.072,7.263,-84.412
0.694,0.746,2.268,-34.973,0.427,-101.318
0.496,0.845,2.366,-15.869,-10.620,-109.314
0.354,0.963,2.339,-4.333,-27.588,-110.291
0.167,0.988,2.300,-8.118,-49.927,-101.868
0.046,1.054,2.109,-5.005,-70.557,-95.642
-0.088,1.104,1.844,1.282,-88.745,-90.271
-0.196,1.152,1.602,8.301,-95.581,-87.341
-0.284,1.127,1.441,26.489,-91.309,-88.379
-0.334,1.108,1.390,50.293,-80.078,-92.163
-0.375,1.085,1.415,69.763,-68.420,-96.008
-0.444,1.083,1.462,79.895,-62.744,-96.252
-0.521,1.083,1.508,82.520,-63.843,-91.614
-0.626,1.110,1.508,79.651,-71.899,-82.031
-0.723,1.125,1.427,74.768,-85.144,-68.542
-0.780,1.101,1.269,72.571,-99.304,-53.345
-0.844,1.064,1.047,72.510,-110.840,-39.001
-0.836,1.000,0.826,72.510,-116.455,-26.672
-0.848,0.877,0.621,73.730,-116.211,-15.320
-0.872,0.743,0.463,75.439,-112.244,-9.766
-0.904,0.671,0.386,71.228,-104.004,-9.216
-0.951,0.602,0.336,71.472,-93.018,-8.118
-0.988,0.576,0.312,77.698,-80.505,-8.545
-1.006,0.590,0.286,80.078,-70.984,-7.996
-1.024,0.615,0.261,78.918,-65.918,-4.578
-0.974,0.645,0.196,74.280,-62.805,1.404
-0.932,0.661,0.120,70.007,-60.730,9.766
-0.857,0.717,0.020,65.491,-57.739,19.531
-0.799,0.748,-0.111,67.139,-51.758,33.264
-0.844,0.682,-0.254,73.303,-38.269,46.997
-0.588,0.772,-0.295,64.575,-8.240,51.147
-0.530,0.708,-0.221,65.063,12.573,72.449
-0.445,0.522,-0.154,70.129,19.043,91.187
-0.295,0.359,-0.080,53.833,27.527,99.121
-0.209,0.242,0.008,30.273,32.532,102.844
-0.114,0.171,0.067,11.169,34.058,101.990
-0.008,0.135,0.086,2.808,35.278,97.229
0.091,0.109,0.128,3.296,38.330,90.149
0.248,0.123,0.205,9.460,44.678,79.346
0.426,0.162,0.310,20.447,54.138,67.505
0.601,0.227,0.450,32.349,65.369,58.655
0.722,0.260,0.621,41.016,76.904,53.284
0.779,0.236,0.838,40.955,88.440,52.979
0.869,0.191,1.045,28.259,93.750,56.641
0.874,0.086,1.200,6.836,85.327,62.988
0.919,-0.008,1.214,-17.151,62.622,67.017
0.952,-0.071,1.084,-40.894,32.043,65.979
0.940,-0.091,0.930,-64.148,6.775,61.646
0.962,-0.071,0.802,-74.768,-0.305,55.115
0.986,-0.032,0.703,-64.453,5.310,44.067
0.981,-0.036,0.713,-42.847,20.569,32.593
1.018,-0.055,0.868,-24.475,41.382,20.996
0.958,-0.110,1.111,-10.620,56.458,7.996
0.963,-0.127,1.292,-5.554,59.875,-4.700
0.937,-0.112,1.352,-8.179,48.584,-15.198
0.933,-0.079,1.272,-13.428,31.799,-25.208
0.858,-0.043,1.200,-21.484,18.616,-34.119
0.817,-0.014,1.154,-26.367,13.062,-39.917
0.717,0.011,1.146,-28.137,10.681,-45.593
0.647,-0.002,1.146,-28.259,10.742,-48.706
0.551,-0.048,1.247,-28.137,14.221,-53.589
0.480,-0.042,1.378,-31.677,14.099,-62.561
0.409,0.064,1.533,-34.363,6.226,-72.937
0.303,0.189,1.581,-34.363,-5.737,-83.191
0.203,0.346,1.598,-32.837,-17.395,-92.651
0.054,0.473,1.582,-24.719,-28.625,-99.731
-0.078,0.607,1.527,-14.465,-38.452,-104.370
-0.207,0.722,1.522,-6.653,-44.006,-104.492
-0.300,0.771,1.595,1.404,-43.762,-101.379
-0.362,0.749,1.731,10.132,-42.419,-94.604
-0.406,0.743,1.825,11.169,-47.302,-87.341
-0.465,0.770,1.771,9.338,-60.181,-81.238
-0.562,0.820,1.622,9.583,-75.256,-76.599
-0.670,0.932,1.454,14.343,-84.778,-73.486
-0.791,1.031,1.288,28.198,-88.013,-70.007
-0.869,1.141,1.141,46.326,-86.365,-63.782
-0.929,1.167,1.066,60.242,-80.994,-52.917
-0.946,1.127,1.067,68.298,-72.571,-36.987
-0.917,0.982,1.079,70.251,-67.993,-18.494
-0.872,0.827,1.062,63.049,-68.787,-1.465
-0.862,0.740,0.987,51.697,-74.097,11.719
-0.786,0.669,0.863,44.922,-77.820,20.874
-0.773,0.610,0.764,46.814,-75.562,26.489
-0.755,0.573,0.701,55.176,-67.993,27.954
-0.695,0.561,0.654,67.749,-58.960,28.442
-0.645,0.581,0.610,80.322,-51.453,28.687
-0.600,0.561,0.601,90.393,-43.579,32.593
-0.569,0.506,0.594,92.529,-36.377,40.405
-0.514,0.442,0.585,88.135,-32.043,49.866
-0.475,0.343,0.566,76.782,-29.297,57.556
-0.438,0.279,0.536,64.209,-27.893,63.538
-0.382,0.232,0.493,53.406,-25.879,66.467
-0.352,0.196,0.455,44.983,-22.766,66.589
-0.318,0.181,0.395,38.696,-18.677,64.941
-0.324,0.191,0.322,34.607,-14.221,62.439
-0.261,0.248,0.226,33.630,-7.019,60.242
-0.241,0.304,0.181,39.917,4.333,60.242
-0.203,0.313,0.198,48.584,21.240,62.622
-0.153,0.297,0.283,50.171,38.391,64.941
-0.070,0.274,0.366,46.448,50.537,69.214
0.020,0.241,0.428,41.992,56.946,72.876
0.116,0.143,0.536,35.767,62.256,76.599
0.206,0.041,0.645,26.917,65.613,78.186
0.270,-0.045,0.716,20.081,64.087,75.562
0.293,-0.088,0.758,17.456,60.059,69.885
0.284,-0.121,0.759,18.921,55.359,62.988
0.288,-0.138,0.722,22.644,50.476,56.702
0.283,-0.142,0.703,24.414,47.791,51.331

0.748,0.640,1.689,-115.173,80.139,-2.869
0.779,0.740,1.991,-97.412,76.843,-20.264
0.737,0.932,2.026,-79.102,59.509,-32.776
0.765,0.996,1.996,-69.580,44.312,-32.410
0.778,1.102,1.921,-75.867,22.644,-26.733
0.756,1.086,1.803,-88.013,0.000,-14.282
0.847,1.067,1.739,-104.309,-4.700,-5.249
0.879,0.995,1.781,-110.596,2.563,-3.296
0.946,0.906,1.963,-107.300,17.151,-9.033
0.996,0.829,2.161,-96.008,24.536,-21.179
0.936,0.757,2.396,-77.148,22.400,-36.743
0.899,0.730,2.577,-58.411,12.024,-52.429
0.784,0.711,2.630,-42.236,-10.498,-64.209
0.671,0.730,2.536,-30.518,-39.185,-72.144
0.542,0.824,2.360,-24.963,-65.186,-77.087
0.383,0.949,2.130,-21.545,-84.106,-78.186
0.260,1.003,1.869,-9.949,-95.825,-76.111
0.126,1.005,1.638,4.089,-98.816,-74.768
0.005,1.006,1.492,16.724,-93.323,-77.148
-0.118,0.999,1.421,32.166,-83.496,-82.581
-0.228,0.974,1.425,51.819,-73.059,-88.623
-0.328,0.963,1.479,64.636,-66.406,-92.468
-0.435,0.972,1.562,67.627,-65.735,-92.712
-0.537,0.988,1.616,68.909,-71.289,-88.928
-0.620,1.018,1.536,73.059,-84.351,-83.252
-0.693,1.047,1.355,78.125,-98.999,-75.928
-0.762,1.056,1.138,80.017,-109.558,-67.078
-0.852,1.038,0.928,80.139,-115.662,-57.495
-0.878,0.985,0.746,83.740,-114.990,-47.607
-0.926,0.920,0.569,90.332,-111.816,-39.734
-0.951,0.832,0.440,95.276,-103.333,-32.837
-0.975,0.763,0.403,94.177,-91.003,-26.367
-0.982,0.742,0.388,90.515,-80.200,-19.592
-0.967,0.759,0.336,87.646,-73.608,-10.498
-0.943,0.766,0.254,85.205,-67.749,1.099
-0.913,0.723,0.209,80.200,-60.364,14.526
-0.863,0.674,0.166,75.317,-51.331,26.978
-0.783,0.604,0.166,72.998,-41.992,38.269
-0.709,0.544,0.189,71.228,-35.583,45.776
-0.644,0.463,0.244,72.205,-30.334,50.720
-0.579,0.367,0.301,73.792,-27.100,54.321
-0.534,0.305,0.309,70.068,-27.771,55.176
-0.523,0.313,0.267,61.096,-30.945,54.199
-0.476,0.360,0.139,51.270,-33.813,54.443
-0.475,0.429,-0.035,41.321,-33.386,56.580
-0.448,0.495,-0.116,32.898,-24.414,61.768
-0.380,0.496,-0.129,26.855,-8.850,68.970
-0.300,0.460,-0.071,20.020,5.371,76.599
-0.170,0.421,0.026,8.118,18.433,81.909
-0.100,0.381,0.132,-1.770,27.649,85.938
0.016,0.294,0.248,-6.531,33.142,88.135
0.106,0.222,0.361,-10.315,35.889,88.684
0.227,0.143,0.429,-10.986,36.011,87.341
0.302,0.094,0.491,-14.648,34.485,82.703
0.374,0.068,0.560,-22.278,34.851,78.003
0.457,0.060,0.600,-27.710,34.668,72.998
0.524,0.076,0.627,-31.067,33.691,66.589
0.602,0.098,0.662,-35.400,35.095,59.692
0.637,0.130,0.734,-40.039,37.415,52.307
0.674,0.165,0.804,-42.847,38.940,44.617
0.719,0.176,0.839,-41.321,38.208,38.635
0.765,0.156,0.822,-41.077,36.316,34.424
0.810,0.145,0.831,-45.532,36.133,30.273
0.883,0.120,0.883,-47.119,39.612,25.574
0.987,0.042,0.981,-43.823,45.227,19.470
1.059,0.004,1.147,-43.823,50.476,9.277
1.075,-0.000,1.346,-44.128,51.392,-4.211
1.045,0.030,1.479,-42.969,44.434,-19.470
0.978,0.084,1.466,-41.748,30.273,-32.227
0.876,0.153,1.371,-42.786,13.489,-42.297
0.766,0.216,1.258,-42.908,2.258,-49.500
0.675,0.268,1.175,-42.236,-2.380,-54.504
0.596,0.331,1.113,-41.504,-2.197,-58.594
0.530,0.356,1.125,-41.321,1.404,-62.378
0.503,0.405,1.279,-44.250,5.066,-65.735
0.475,0.434,1.315,-43.640,3.845,-69.641
0.421,0.486,1.424,-40.161,5.310,-75.378
0.337,0.510,1.543,-31.860,6.897,-82.886
0.262,0.568,1.595,-17.334,3.113,-92.163
0.091,0.587,1.739,0.854,-1.892,-101.257
0.010,0.624,1.887,11.902,-8.301,-109.009
-0.120,0.693,1.918,13.184,-26.184,-113.464
-0.276,0.847,1.837,9.583,-46.204,-114.502
-0.401,0.964,1.686,11.902,-60.974,-112.061
-0.500,1.013,1.547,18.494,-67.871,-107.422
-0.582,1.030,1.446,24.841,-68.604,-100.586
-0.666,1.023,1.384,31.555,-66.467,-93.750
-0.742,0.983,1.395,39.673,-61.951,-86.548
-0.806,0.952,1.483,44.617,-58.228,-79.468
-0.874,0.943,1.567,48.706,-59.387,-72.998
-0.909,0.975,1.540,53.223,-68.054,-66.528
-0.957,1.006,1.440,59.265,-79.956,-57.556
-0.986,0.999,1.314,63.782,-89.661,-47.974
-1.018,1.049,1.079,70.435,-96.497,-38.635
-0.980,1.128,0.814,79.773,-98.206,-27.100
-0.975,1.196,0.555,87.402,-94.055,-15.381
-0.939,1.193,0.419,89.539,-80.139,0.793
-0.884,1.073,0.367,88.013,-62.134,20.203
-0.823,0.842,0.431,83.191,-44.678,38.513
-0.774,0.615,0.539,71.838,-29.419,52.002
-0.726,0.456,0.581,62.622,-22.095,60.181
-0.657,0.350,0.593,60.486,-18.799,63.293
-0.576,0.269,0.594,64.331,-14.954,62.012
-0.553,0.257,0.595,69.641,-12.817,57.251
-0.455,0.278,0.554,74.890,-12.085,52.551
-0.443,0.297,0.498,80.750,-13.733,49.438
-0.391,0.310,0.463,84.595,-12.695,48.706
-0.370,0.328,0.391,83.801,-11.353,49.194
-0.366,0.339,0.295,79.346,-10.315,52.917
-0.366,0.325,0.225,70.679,-5.981,58.228
-0.350,0.269,0.198,58.044,0.793,64.819
-0.316,0.198,0.209,44.067,8.118,70.984
-0.260,0.152,0.234,32.898,14.282,74.890
-0.200,0.117,0.238,24.475,18.616,76.599
-0.133,0.083,0.259,17.517,22.095,76.294
-0.067,0.054,0.208,17.456,25.879,74.341
-0.008,0.040,0.232,20.081,32.898,70.923
0.040,0.049,0.320,22.644,46.265,67.261
0.108,0.076,0.434,29.480,54.749,60.364

0.707,0.808,1.511,-119.019,48.035,-13.794
0.704,0.969,1.649,-104.980,58.960,-19.592
0.781,0.927,1.969,-85.144,68.542,-19.836
0.817,0.843,2.263,-72.998,58.960,-18.188
0.878,0.752,2.429,-78.674,36.194,-14.587
0.880,0.674,2.425,-93.506,7.874,-12.634
0.830,0.651,2.333,-106.079,-14.954,-15.808
0.794,0.681,2.225,-109.436,-28.809,-22.705
0.705,0.746,2.108,-101.807,-36.255,-33.020
0.607,0.820,2.074,-83.740,-35.828,-43.762
0.477,0.832,2.130,-63.477,-31.616,-52.979
0.381,0.817,2.224,-41.931,-29.114,-59.631
0.268,0.794,2.221,-26.306,-34.180,-65.308
0.151,0.820,2.152,-18.982,-43.213,-69.641
0.032,0.836,2.083,-13.794,-52.063,-71.472
-0.062,0.892,1.908,-10.986,-60.608,-74.280
-0.149,0.929,1.737,-1.465,-64.514,-78.369
-0.237,0.986,1.640,13.062,-57.495,-85.632
-0.315,0.999,1.615,32.593,-46.143,-93.262
-0.379,0.991,1.683,51.025,-35.522,-99.060
-0.422,1.011,1.812,62.866,-30.518,-102.051
-0.469,1.106,1.875,69.946,-36.987,-101.013
-0.517,1.209,1.786,72.571,-54.749,-92.529
-0.570,1.243,1.594,69.702,-75.623,-76.294
-0.589,1.157,1.353,65.369,-93.201,-55.847
-0.632,1.026,1.103,58.044,-104.797,-36.804
-0.675,0.862,0.866,54.810,-109.619,-23.254
-0.724,0.728,0.681,57.800,-107.300,-16.235
-0.771,0.635,0.569,64.331,-99.792,-13.550
-0.807,0.598,0.484,71.045,-90.332,-13.245
-0.851,0.626,0.441,76.050,-81.665,-13.977
-0.891,0.729,0.388,78.003,-75.073,-13.123
-0.938,0.846,0.307,77.576,-70.435,-7.629
-0.977,0.908,0.228,80.200,-64.392,1.648
-0.979,0.883,0.163,84.839,-56.213,14.404
-0.929,0.785,0.080,83.008,-48.462,28.259
-0.892,0.657,0.001,77.332,-41.992,40.344
-0.850,0.554,-0.007,68.970,-31.494,50.293
-0.800,0.469,-0.024,60.242,-22.583,57.190
-0.773,0.416,-0.038,55.725,-14.893,61.523
-0.730,0.376,-0.058,56.091,-6.226,62.439
-0.643,0.361,-0.080,57.007,2.319,60.425
-0.619,0.380,-0.051,59.387,11.169,58.655
-0.515,0.418,-0.013,60.791,19.470,58.411
-0.438,0.440,0.049,53.101,23.804,61.768
-0.318,0.436,0.079,42.358,25.085,68.481
-0.222,0.432,0.097,27.161,23.132,75.562
-0.093,0.378,0.117,12.878,23.193,84.167
0.054,0.294,0.133,0.366,24.658,89.172
0.159,0.243,0.153,-11.780,28.992,90.637
0.290,0.167,0.228,-17.151,37.476,88.684
0.405,0.110,0.326,-15.747,48.401,81.848
0.533,0.093,0.449,-9.399,57.800,71.472
0.645,0.144,0.613,-2.991,65.491,58.044
0.747,0.232,0.802,2.991,70.007,45.959
0.831,0.287,0.945,6.958,68.787,38.940
0.908,0.291,1.037,4.761,61.157,37.354
1.005,0.221,1.089,-3.113,49.744,40.710
1.080,0.121,1.130,-18.860,41.504,48.889
1.110,0.030,1.143,-38.391,32.471,51.575
1.143,-0.059,1.131,-51.636,24.109,49.011
1.099,-0.155,1.124,-59.509,18.616,40.955
1.049,-0.175,1.142,-64.148,15.381,27.466
0.990,-0.152,1.089,-58.472,10.803,10.742
0.914,-0.092,1.024,-44.556,7.080,-7.263
0.854,-0.010,1.024,-31.006,10.681,-24.109
0.804,0.056,1.061,-20.813,17.090,-36.743
0.726,0.101,1.114,-15.503,21.057,-46.021
0.693,0.168,1.144,-16.235,23.804,-54.443
0.624,0.253,1.160,-14.954,25.879,-62.683
0.609,0.325,1.264,-9.827,29.480,-72.144
0.520,0.343,1.317,-4.517,32.227,-80.322
0.480,0.381,1.486,-8.179,30.884,-86.304
0.354,0.422,1.596,-16.968,20.386,-88.928
0.303,0.459,1.758,-26.489,13.672,-90.942
0.191,0.525,1.790,-27.405,-1.770,-94.299
0.128,0.546,1.779,-19.409,-15.686,-95.764
0.028,0.625,1.735,-11.414,-28.381,-100.403
-0.046,0.714,1.641,-2.380,-40.588,-104.736
-0.152,0.785,1.539,6.836,-48.828,-106.445
-0.283,0.806,1.509,13.184,-50.598,-104.492
-0.397,0.761,1.583,17.944,-48.279,-98.999
-0.476,0.729,1.666,21.118,-48.645,-92.712
-0.540,0.754,1.706,24.109,-54.749,-87.402
-0.604,0.802,1.692,29.968,-63.660,-82.458
-0.659,0.838,1.596,38.635,-74.402,-76.172
-0.702,0.836,1.453,46.143,-83.984,-68.420
-0.750,0.815,1.277,50.903,-90.393,-59.753
-0.800,0.813,1.113,54.016,-92.773,-52.673
-0.828,0.814,0.992,59.937,-90.393,-45.898
-0.813,0.801,0.887,68.665,-85.388,-39.551
-0.826,0.790,0.791,75.806,-79.651,-33.264
-0.820,0.766,0.757,80.444,-70.923,-25.269
-0.823,0.714,0.759,79.895,-61.951,-15.625
-0.816,0.661,0.786,74.646,-54.199,-6.165
-0.787,0.647,0.760,68.359,-50.171,1.099
-0.750,0.651,0.711,65.491,-49.133,7.568
-0.716,0.654,0.661,63.660,-47.729,13.611
-0.684,0.641,0.624,62.988,-46.143,19.775
-0.665,0.595,0.619,63.843,-45.044,26.672
-0.636,0.527,0.599,62.683,-44.983,33.936
-0.635,0.491,0.502,59.814,-47.729,42.236
-0.646,0.429,0.387,61.462,-50.476,51.514
-0.619,0.409,0.292,61.279,-48.218,58.411
-0.592,0.389,0.191,58.533,-43.335,65.186
-0.482,0.380,0.080,51.636,-35.278,70.679
-0.420,0.353,0.066,41.687,-21.179,74.768
-0.325,0.321,0.174,29.175,-1.526,75.439
-0.264,0.284,0.335,17.578,16.479,75.256
-0.221,0.267,0.429,15.137,25.024,74.036
-0.198,0.259,0.463,20.630,27.588,70.679
-0.156,0.211,0.484,28.931,30.518,68.176
-0.091,0.155,0.485,35.583,33.447,66.284
0.001,0.147,0.458,36.438,34.851,64.514
0.104,0.158,0.446,32.715,37.781,63.599
0.168,0.144,0.478,28.870,45.349,65.063
0.228,0.093,0.573,26.489,55.237,66.345
0.268,0.045,0.675,24.109,63.049,65.735
0.295,0.001,0.783,19.409,65.063,64.392
